component,score,count,share_pct
count_score,0.0,238,7.049763033175355
count_score,5.0,501,14.840047393364928
count_score,10.0,2637,78.11018957345972
visibility_mean_score,0.0,120,3.5545023696682465
visibility_mean_score,0.0555555555555555,2,0.05924170616113744
visibility_mean_score,0.0566037735849056,1,0.02962085308056872
visibility_mean_score,0.0576923076923076,2,0.05924170616113744
visibility_mean_score,0.0588235294117647,3,0.08886255924170616
visibility_mean_score,0.06,2,0.05924170616113744
visibility_mean_score,0.0612244897959183,1,0.02962085308056872
visibility_mean_score,0.0625,2,0.05924170616113744
visibility_mean_score,0.0652173913043478,2,0.05924170616113744
visibility_mean_score,0.0697674418604651,1,0.02962085308056872
visibility_mean_score,0.0714285714285714,1,0.02962085308056872
visibility_mean_score,0.0769230769230769,1,0.02962085308056872
visibility_mean_score,0.1666666666666666,1,0.02962085308056872
visibility_mean_score,0.1935483870967742,1,0.02962085308056872
visibility_mean_score,0.2307692307692307,1,0.02962085308056872
visibility_mean_score,0.25,1,0.02962085308056872
visibility_mean_score,0.2702702702702703,1,0.02962085308056872
visibility_mean_score,0.2727272727272727,3,0.08886255924170616
visibility_mean_score,0.2888888888888888,1,0.02962085308056872
visibility_mean_score,0.3513513513513513,3,0.08886255924170616
visibility_mean_score,0.3571428571428571,1,0.02962085308056872
visibility_mean_score,0.3684210526315789,1,0.02962085308056872
visibility_mean_score,0.375,1,0.02962085308056872
visibility_mean_score,0.3809523809523809,2,0.05924170616113744
visibility_mean_score,0.4285714285714285,5,0.1481042654028436
visibility_mean_score,0.4375,2,0.05924170616113744
visibility_mean_score,0.4545454545454545,1,0.02962085308056872
visibility_mean_score,0.4666666666666667,1,0.02962085308056872
visibility_mean_score,0.475,1,0.02962085308056872
visibility_mean_score,0.4761904761904761,1,0.02962085308056872
visibility_mean_score,0.4814814814814814,2,0.05924170616113744
visibility_mean_score,0.5,2,0.05924170616113744
visibility_mean_score,0.5135135135135135,1,0.02962085308056872
visibility_mean_score,0.5277777777777778,1,0.02962085308056872
visibility_mean_score,0.5416666666666666,1,0.02962085308056872
visibility_mean_score,0.5428571428571428,1,0.02962085308056872
visibility_mean_score,0.5555555555555556,3,0.08886255924170616
visibility_mean_score,0.5652173913043478,1,0.02962085308056872
visibility_mean_score,0.5833333333333334,1,0.02962085308056872
visibility_mean_score,0.5882352941176471,2,0.05924170616113744
