component,score,count,share_pct
count_score,5.0,32,7.920792079207921
count_score,10.0,372,92.07920792079207
visibility_mean_score,0.25,1,0.24752475247524752
visibility_mean_score,0.2727272727272727,3,0.7425742574257426
visibility_mean_score,0.375,1,0.24752475247524752
visibility_mean_score,0.4615384615384615,1,0.24752475247524752
visibility_mean_score,0.5,1,0.24752475247524752
visibility_mean_score,0.5294117647058824,1,0.24752475247524752
visibility_mean_score,0.6666666666666666,1,0.24752475247524752
visibility_mean_score,0.6923076923076923,1,0.24752475247524752
visibility_mean_score,0.7222222222222222,1,0.24752475247524752
visibility_mean_score,0.7692307692307693,2,0.49504950495049505
visibility_mean_score,0.8125,1,0.24752475247524752
visibility_mean_score,0.8823529411764706,1,0.24752475247524752
visibility_mean_score,1.0555555555555556,2,0.49504950495049505
visibility_mean_score,1.1111111111111112,2,0.49504950495049505
visibility_mean_score,1.2045454545454546,1,0.24752475247524752
visibility_mean_score,1.2325581395348837,1,0.24752475247524752
visibility_mean_score,1.2352941176470589,1,0.24752475247524752
visibility_mean_score,1.25,1,0.24752475247524752
visibility_mean_score,1.261904761904762,1,0.24752475247524752
visibility_mean_score,1.2941176470588236,1,0.24752475247524752
visibility_mean_score,1.3333333333333333,1,0.24752475247524752
visibility_mean_score,1.3571428571428572,3,0.7425742574257426
visibility_mean_score,1.3658536585365857,1,0.24752475247524752
visibility_mean_score,1.38,1,0.24752475247524752
visibility_mean_score,1.4,1,0.24752475247524752
visibility_mean_score,1.4285714285714286,1,0.24752475247524752
visibility_mean_score,1.431818181818182,1,0.24752475247524752
visibility_mean_score,1.4615384615384617,2,0.49504950495049505
visibility_mean_score,1.4666666666666666,1,0.24752475247524752
visibility_mean_score,1.48,1,0.24752475247524752
visibility_mean_score,1.5,1,0.24752475247524752
visibility_mean_score,1.52,2,0.49504950495049505
visibility_mean_score,1.5208333333333333,1,0.24752475247524752
visibility_mean_score,1.5294117647058822,1,0.24752475247524752
visibility_mean_score,1.5384615384615383,1,0.24752475247524752
visibility_mean_score,1.5555555555555556,1,0.24752475247524752
visibility_mean_score,1.568627450980392,1,0.24752475247524752
visibility_mean_score,1.5714285714285714,1,0.24752475247524752
visibility_mean_score,1.5789473684210529,1,0.24752475247524752
visibility_mean_score,1.5869565217391304,1,0.24752475247524752
visibility_mean_score,1.66,1,0.24752475247524752
visibility_mean_score,1.6862745098039216,1,0.24752475247524752
visibility_mean_score,1.6938775510204085,1,0.24752475247524752
visibility_mean_score,1.7115384615384617,1,0.24752475247524752
visibility_mean_score,1.7291666666666667,1,0.24752475247524752
visibility_mean_score,1.75,2,0.49504950495049505
visibility_mean_score,1.7884615384615383,1,0.24752475247524752
visibility_mean_score,1.8571428571428568,1,0.24752475247524752
visibility_mean_score,1.86,1,0.24752475247524752
visibility_mean_score,1.8823529411764703,1,0.24752475247524752
visibility_mean_score,1.9166666666666667,1,0.24752475247524752
visibility_mean_score,1.9230769230769231,1,0.24752475247524752
visibility_mean_score,1.9411764705882355,2,0.49504950495049505
visibility_mean_score,1.9545454545454544,3,0.7425742574257426
visibility_mean_score,1.9787234042553192,1,0.24752475247524752
visibility_mean_score,2.0,2,0.49504950495049505
visibility_mean_score,2.019607843137255,1,0.24752475247524752
visibility_mean_score,2.0217391304347827,1,0.24752475247524752
visibility_mean_score,2.0476190476190474,1,0.24752475247524752
visibility_mean_score,2.07843137254902,2,0.49504950495049505
visibility_mean_score,2.102564102564102,1,0.24752475247524752
visibility_mean_score,2.136363636363636,1,0.24752475247524752
visibility_mean_score,2.142857142857143,1,0.24752475247524752
visibility_mean_score,2.15,2,0.49504950495049505
visibility_mean_score,2.16,1,0.24752475247524752
visibility_mean_score,2.1666666666666665,1,0.24752475247524752
visibility_mean_score,2.173076923076923,1,0.24752475247524752
visibility_mean_score,2.1904761904761907,2,0.49504950495049505
visibility_mean_score,2.2,1,0.24752475247524752
visibility_mean_score,2.2222222222222223,1,0.24752475247524752
visibility_mean_score,2.239130434782609,1,0.24752475247524752
visibility_mean_score,2.25,1,0.24752475247524752
visibility_mean_score,2.26530612244898,1,0.24752475247524752
visibility_mean_score,2.3,1,0.24752475247524752
visibility_mean_score,2.325,1,0.24752475247524752
visibility_mean_score,2.3260869565217392,1,0.24752475247524752
visibility_mean_score,2.333333333333333,3,0.7425742574257426
visibility_mean_score,2.3421052631578947,1,0.24752475247524752
visibility_mean_score,2.3529411764705883,1,0.24752475247524752
visibility_mean_score,2.3548387096774195,1,0.24752475247524752
